Provider,IP_Claim_Count,IP_Unique_Beneficiaries,IP_Total_Reimbursement,IP_Avg_Reimbursement,IP_Total_Deductible,IP_Avg_Deductible,OP_Claim_Count,OP_Unique_Beneficiaries,OP_Total_Reimbursement,OP_Avg_Reimbursement,OP_Total_Deductible,OP_Avg_Deductible,Total_Unique_Beneficiaries,Total_Claim_Count,Total_Reimbursement,Total_Deductible,Claims_Per_Beneficiary,Reimbursement_Per_Beneficiary,Reimbursement_Per_Claim,IP_Claim_Share
PRV57251,15.0,14.0,156000.0,10400.0,14952.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,14,15.0,156000.0,14952.0,1.0714285714285714,11142.857142857143,10400.0,1.0
PRV57252,3.0,3.0,18000.0,6000.0,3204.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,18000.0,3204.0,1.0,6000.0,6000.0,1.0
PRV57253,0.0,0.0,0.0,0.0,0.0,0.0,44.0,36.0,10910.0,247.95454545454547,210.0,4.7727272727272725,36,44.0,10910.0,210.0,1.2222222222222223,303.05555555555554,247.95454545454547,0.0
PRV57255,0.0,0.0,0.0,0.0,0.0,0.0,34.0,23.0,6890.0,202.64705882352942,280.0,8.235294117647058,23,34.0,6890.0,280.0,1.4782608695652173,299.5652173913044,202.64705882352942,0.0
PRV57256,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1890.0,236.25,0.0,0.0,8,8.0,1890.0,0.0,1.0,236.25,236.25,0.0
PRV57257,0.0,0.0,0.0,0.0,0.0,0.0,17.0,11.0,4920.0,289.4117647058824,210.0,12.352941176470589,11,17.0,4920.0,210.0,1.5454545454545454,447.27272727272725,289.4117647058824,0.0
PRV57259,0.0,0.0,0.0,0.0,0.0,0.0,48.0,38.0,16450.0,342.7083333333333,180.0,3.75,38,48.0,16450.0,180.0,1.263157894736842,432.89473684210526,342.7083333333333,0.0
PRV57261,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,1600.0,160.0,0.0,0.0,9,10.0,1600.0,0.0,1.1111111111111112,177.77777777777777,160.0,0.0
PRV57262,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,4160.0,173.33333333333334,80.0,3.3333333333333335,16,24.0,4160.0,80.0,1.5,260.0,173.33333333333334,0.0
PRV57263,0.0,0.0,0.0,0.0,0.0,0.0,52.0,22.0,30130.0,579.4230769230769,10.0,0.19230769230769232,22,52.0,30130.0,10.0,2.3636363636363638,1369.5454545454545,579.4230769230769,0.0
PRV57264,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,2760.0,345.0,80.0,10.0,6,8.0,2760.0,80.0,1.3333333333333333,460.0,345.0,0.0
PRV57265,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,200.0,200.0,0.0,0.0,1,1.0,200.0,0.0,1.0,200.0,200.0,0.0
PRV57266,0.0,0.0,0.0,0.0,0.0,0.0,34.0,32.0,9860.0,290.0,60.0,1.7647058823529411,32,34.0,9860.0,60.0,1.0625,308.125,290.0,0.0
PRV57269,0.0,0.0,0.0,0.0,0.0,0.0,37.0,17.0,5320.0,143.78378378378378,250.0,6.756756756756757,17,37.0,5320.0,250.0,2.176470588235294,312.94117647058823,143.78378378378378,0.0
PRV57270,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,1000.0,111.11111111111111,0.0,0.0,9,9.0,1000.0,0.0,1.0,111.11111111111111,111.11111111111111,0.0
PRV57272,0.0,0.0,0.0,0.0,0.0,0.0,25.0,18.0,8770.0,350.8,0.0,0.0,18,25.0,8770.0,0.0,1.3888888888888888,487.22222222222223,350.8,0.0
PRV57273,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,1090.0,121.11111111111111,0.0,0.0,6,9.0,1090.0,0.0,1.5,181.66666666666666,121.11111111111111,0.0
PRV57274,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,130.0,32.5,0.0,0.0,4,4.0,130.0,0.0,1.0,32.5,32.5,0.0
PRV57275,0.0,0.0,0.0,0.0,0.0,0.0,61.0,41.0,11330.0,185.7377049180328,230.0,3.7704918032786887,41,61.0,11330.0,230.0,1.4878048780487805,276.3414634146341,185.7377049180328,0.0
PRV57276,0.0,0.0,0.0,0.0,0.0,0.0,13.0,9.0,4500.0,346.15384615384613,40.0,3.076923076923077,9,13.0,4500.0,40.0,1.4444444444444444,500.0,346.15384615384613,0.0
PRV57277,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,1250.0,178.57142857142858,0.0,0.0,7,7.0,1250.0,0.0,1.0,178.57142857142858,178.57142857142858,0.0
PRV57278,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,950.0,135.71428571428572,90.0,12.857142857142858,7,7.0,950.0,90.0,1.0,135.71428571428572,135.71428571428572,0.0
PRV57280,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,170.0,56.666666666666664,0.0,0.0,3,3.0,170.0,0.0,1.0,56.666666666666664,56.666666666666664,0.0
PRV57282,0.0,0.0,0.0,0.0,0.0,0.0,41.0,25.0,8350.0,203.65853658536585,0.0,0.0,25,41.0,8350.0,0.0,1.64,334.0,203.65853658536585,0.0
PRV57283,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,900.0,900.0,0.0,0.0,1,1.0,900.0,0.0,1.0,900.0,900.0,0.0
PRV57284,19.0,19.0,160000.0,8421.052631578947,20292.0,1068.0,4.0,4.0,1570.0,392.5,0.0,0.0,22,23.0,161570.0,20292.0,1.0454545454545454,7344.090909090909,7024.782608695652,0.8260869565217391
PRV57285,8.0,8.0,83000.0,10375.0,7476.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8.0,83000.0,7476.0,1.0,10375.0,10375.0,1.0
PRV57286,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,20.0,10.0,0.0,0.0,2,2.0,20.0,0.0,1.0,10.0,10.0,0.0
PRV57287,0.0,0.0,0.0,0.0,0.0,0.0,289.0,107.0,80390.0,278.16608996539793,330.0,1.1418685121107266,107,289.0,80390.0,330.0,2.7009345794392523,751.3084112149533,278.16608996539793,0.0
PRV57288,0.0,0.0,0.0,0.0,0.0,0.0,93.0,47.0,27650.0,297.31182795698925,400.0,4.301075268817204,47,93.0,27650.0,400.0,1.9787234042553192,588.2978723404256,297.31182795698925,0.0
PRV57289,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,5830.0,583.0,30.0,3.0,7,10.0,5830.0,30.0,1.4285714285714286,832.8571428571429,583.0,0.0
PRV57290,2.0,2.0,55000.0,27500.0,2136.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,55000.0,2136.0,1.0,27500.0,27500.0,1.0
PRV57291,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1400.0,466.6666666666667,0.0,0.0,3,3.0,1400.0,0.0,1.0,466.6666666666667,466.6666666666667,0.0
PRV57293,12.0,10.0,100000.0,8333.333333333334,12816.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,10,12.0,100000.0,12816.0,1.2,10000.0,8333.333333333334,1.0
PRV57294,2.0,2.0,12000.0,6000.0,2136.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,12000.0,2136.0,1.0,6000.0,6000.0,1.0
PRV57295,14.0,13.0,173000.0,12357.142857142857,14952.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,13,14.0,173000.0,14952.0,1.0769230769230769,13307.692307692309,12357.142857142857,1.0
PRV57297,8.0,8.0,53000.0,6625.0,8544.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8.0,53000.0,8544.0,1.0,6625.0,6625.0,1.0
PRV57298,3.0,3.0,14000.0,4666.666666666667,3204.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,14000.0,3204.0,1.0,4666.666666666667,4666.666666666667,1.0
PRV57299,6.0,6.0,40000.0,6666.666666666667,6408.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6.0,40000.0,6408.0,1.0,6666.666666666667,6666.666666666667,1.0
PRV57301,4.0,4.0,28000.0,7000.0,4272.0,1068.0,28.0,28.0,14090.0,503.2142857142857,200.0,7.142857142857143,32,32.0,42090.0,4472.0,1.0,1315.3125,1315.3125,0.125
PRV57302,2.0,2.0,14000.0,7000.0,2136.0,1068.0,2.0,2.0,160.0,80.0,0.0,0.0,4,4.0,14160.0,2136.0,1.0,3540.0,3540.0,0.5
PRV57303,11.0,11.0,95000.0,8636.363636363636,11748.0,1068.0,94.0,81.0,21860.0,232.5531914893617,70.0,0.7446808510638298,92,105.0,116860.0,11818.0,1.141304347826087,1270.2173913043478,1112.952380952381,0.10476190476190476
PRV57304,3.0,3.0,42000.0,14000.0,3204.0,1068.0,90.0,29.0,26540.0,294.8888888888889,230.0,2.5555555555555554,32,93.0,68540.0,3434.0,2.90625,2141.875,736.989247311828,0.03225806451612903
PRV57305,0.0,0.0,0.0,0.0,0.0,0.0,675.0,343.0,175750.0,260.3703703703704,2570.0,3.8074074074074074,343,675.0,175750.0,2570.0,1.967930029154519,512.3906705539358,260.3703703703704,0.0
PRV57306,0.0,0.0,0.0,0.0,0.0,0.0,2315.0,1407.0,629460.0,271.9049676025918,4860.0,2.099352051835853,1407,2315.0,629460.0,4860.0,1.6453447050461976,447.3773987206823,271.9049676025918,0.0
PRV57307,12.0,11.0,135700.0,11308.333333333334,12816.0,1068.0,26.0,25.0,6040.0,232.30769230769232,0.0,0.0,35,38.0,141740.0,12816.0,1.0857142857142856,4049.714285714286,3730.0,0.3157894736842105
PRV57308,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3100.0,516.6666666666666,0.0,0.0,6,6.0,3100.0,0.0,1.0,516.6666666666666,516.6666666666666,0.0
PRV57309,12.0,12.0,96000.0,8000.0,12816.0,1068.0,23.0,23.0,12260.0,533.0434782608696,0.0,0.0,35,35.0,108260.0,12816.0,1.0,3093.1428571428573,3093.1428571428573,0.34285714285714286
PRV57310,65.0,56.0,665000.0,10230.76923076923,68352.0,1068.0,57.0,43.0,8420.0,147.71929824561403,100.0,1.7543859649122806,99,122.0,673420.0,68452.0,1.2323232323232323,6802.222222222223,5519.836065573771,0.5327868852459017
PRV57311,0.0,0.0,0.0,0.0,0.0,0.0,338.0,158.0,85340.0,252.4852071005917,1030.0,3.0473372781065087,158,338.0,85340.0,1030.0,2.1392405063291138,540.126582278481,252.4852071005917,0.0
PRV57312,0.0,0.0,0.0,0.0,0.0,0.0,334.0,137.0,91320.0,273.41317365269464,1310.0,3.9221556886227544,137,334.0,91320.0,1310.0,2.437956204379562,666.5693430656934,273.41317365269464,0.0
PRV57313,0.0,0.0,0.0,0.0,0.0,0.0,402.0,328.0,101970.0,253.65671641791045,1640.0,4.079601990049751,328,402.0,101970.0,1640.0,1.225609756097561,310.8841463414634,253.65671641791045,0.0
PRV57314,0.0,0.0,0.0,0.0,0.0,0.0,48.0,46.0,15270.0,318.125,0.0,0.0,46,48.0,15270.0,0.0,1.0434782608695652,331.95652173913044,318.125,0.0
PRV57315,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,5960.0,270.90909090909093,0.0,0.0,22,22.0,5960.0,0.0,1.0,270.90909090909093,270.90909090909093,0.0
PRV57316,39.0,34.0,377000.0,9666.666666666666,40584.0,1068.0,46.0,45.0,7920.0,172.17391304347825,100.0,2.1739130434782608,78,85.0,384920.0,40684.0,1.0897435897435896,4934.871794871795,4528.470588235294,0.4588235294117647
PRV57317,84.0,80.0,831000.0,9892.857142857143,88644.0,1068.0,374.0,298.0,95330.0,254.89304812834226,1490.0,3.983957219251337,352,458.0,926330.0,90134.0,1.3011363636363635,2631.619318181818,2022.5545851528384,0.18340611353711792
PRV57318,0.0,0.0,0.0,0.0,0.0,0.0,150.0,131.0,44180.0,294.53333333333336,330.0,2.2,131,150.0,44180.0,330.0,1.1450381679389312,337.2519083969466,294.53333333333336,0.0
PRV57319,16.0,15.0,107000.0,6687.5,17088.0,1068.0,263.0,239.0,70460.0,267.90874524714826,450.0,1.7110266159695817,254,279.0,177460.0,17538.0,1.0984251968503937,698.6614173228346,636.0573476702509,0.05734767025089606
PRV57320,10.0,10.0,93000.0,9300.0,10680.0,1068.0,28.0,28.0,11310.0,403.92857142857144,50.0,1.7857142857142858,38,38.0,104310.0,10730.0,1.0,2745.0,2745.0,0.2631578947368421
PRV57321,15.0,13.0,162000.0,10800.0,16020.0,1068.0,69.0,47.0,19460.0,282.0289855072464,170.0,2.463768115942029,60,84.0,181460.0,16190.0,1.4,3024.3333333333335,2160.2380952380954,0.17857142857142858
PRV57322,7.0,6.0,53000.0,7571.428571428572,7476.0,1068.0,26.0,25.0,7790.0,299.61538461538464,210.0,8.076923076923077,31,33.0,60790.0,7686.0,1.064516129032258,1960.967741935484,1842.121212121212,0.21212121212121213
PRV57324,22.0,21.0,188000.0,8545.454545454546,23496.0,1068.0,95.0,91.0,25550.0,268.94736842105266,180.0,1.894736842105263,112,117.0,213550.0,23676.0,1.0446428571428572,1906.6964285714287,1825.2136752136753,0.18803418803418803
PRV57325,0.0,0.0,0.0,0.0,0.0,0.0,41.0,39.0,11580.0,282.4390243902439,120.0,2.926829268292683,39,41.0,11580.0,120.0,1.0512820512820513,296.9230769230769,282.4390243902439,0.0
PRV57326,5.0,5.0,37000.0,7400.0,5340.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,37000.0,5340.0,1.0,7400.0,7400.0,1.0
PRV57327,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,190.0,63.333333333333336,0.0,0.0,3,3.0,190.0,0.0,1.0,63.333333333333336,63.333333333333336,0.0
PRV57328,0.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,5360.0,141.05263157894737,170.0,4.473684210526316,38,38.0,5360.0,170.0,1.0,141.05263157894737,141.05263157894737,0.0
PRV57329,0.0,0.0,0.0,0.0,0.0,0.0,36.0,35.0,11470.0,318.6111111111111,60.0,1.6666666666666667,35,36.0,11470.0,60.0,1.0285714285714285,327.7142857142857,318.6111111111111,0.0
PRV57330,12.0,10.0,60000.0,5000.0,11748.0,1068.0,22.0,18.0,15570.0,707.7272727272727,140.0,6.363636363636363,28,34.0,75570.0,11888.0,1.2142857142857142,2698.9285714285716,2222.6470588235293,0.35294117647058826
PRV57331,16.0,16.0,175000.0,10937.5,17088.0,1068.0,125.0,112.0,42200.0,337.6,210.0,1.68,128,141.0,217200.0,17298.0,1.1015625,1696.875,1540.4255319148936,0.11347517730496454
PRV57332,0.0,0.0,0.0,0.0,0.0,0.0,98.0,89.0,22560.0,230.20408163265307,180.0,1.836734693877551,89,98.0,22560.0,180.0,1.101123595505618,253.48314606741573,230.20408163265307,0.0
PRV57333,0.0,0.0,0.0,0.0,0.0,0.0,1004.0,723.0,291020.0,289.8605577689243,2820.0,2.808764940239044,723,1004.0,291020.0,2820.0,1.38865836791148,402.5172890733057,289.8605577689243,0.0
PRV57334,39.0,33.0,443000.0,11358.97435897436,39516.0,1068.0,29.0,27.0,7080.0,244.13793103448276,150.0,5.172413793103448,60,68.0,450080.0,39666.0,1.1333333333333333,7501.333333333333,6618.823529411765,0.5735294117647058
PRV57335,3.0,3.0,39000.0,13000.0,3204.0,1068.0,804.0,303.0,245670.0,305.55970149253733,2000.0,2.487562189054726,306,807.0,284670.0,5204.0,2.6372549019607843,930.2941176470588,352.75092936802974,0.0037174721189591076
PRV57336,0.0,0.0,0.0,0.0,0.0,0.0,135.0,117.0,28220.0,209.03703703703704,710.0,5.2592592592592595,117,135.0,28220.0,710.0,1.1538461538461537,241.1965811965812,209.03703703703704,0.0
PRV57339,0.0,0.0,0.0,0.0,0.0,0.0,458.0,187.0,105130.0,229.5414847161572,1390.0,3.034934497816594,187,458.0,105130.0,1390.0,2.449197860962567,562.192513368984,229.5414847161572,0.0
PRV57340,17.0,17.0,198000.0,11647.058823529413,17088.0,1068.0,24.0,22.0,6360.0,265.0,30.0,1.25,39,41.0,204360.0,17118.0,1.0512820512820513,5240.0,4984.390243902439,0.4146341463414634
PRV57341,77.0,70.0,776000.0,10077.922077922078,80100.0,1068.0,100.0,88.0,40350.0,403.5,630.0,6.3,158,177.0,816350.0,80730.0,1.120253164556962,5166.772151898735,4612.146892655367,0.4350282485875706
PRV57343,0.0,0.0,0.0,0.0,0.0,0.0,75.0,55.0,37090.0,494.53333333333336,70.0,0.9333333333333333,55,75.0,37090.0,70.0,1.3636363636363635,674.3636363636364,494.53333333333336,0.0
PRV57344,25.0,24.0,233000.0,9320.0,26700.0,1068.0,455.0,180.0,195700.0,430.1098901098901,1360.0,2.989010989010989,189,480.0,428700.0,28060.0,2.5396825396825395,2268.253968253968,893.125,0.052083333333333336
PRV57345,43.0,43.0,442000.0,10279.06976744186,43788.0,1068.0,45.0,39.0,23320.0,518.2222222222222,10.0,0.2222222222222222,82,88.0,465320.0,43798.0,1.0731707317073171,5674.634146341464,5287.727272727273,0.48863636363636365
PRV57346,0.0,0.0,0.0,0.0,0.0,0.0,532.0,447.0,150430.0,282.7631578947368,1690.0,3.1766917293233083,447,532.0,150430.0,1690.0,1.1901565995525727,336.5324384787472,282.7631578947368,0.0
PRV57347,17.0,17.0,117000.0,6882.35294117647,18156.0,1068.0,128.0,124.0,28560.0,223.125,250.0,1.953125,141,145.0,145560.0,18406.0,1.0283687943262412,1032.340425531915,1003.8620689655172,0.11724137931034483
PRV57348,0.0,0.0,0.0,0.0,0.0,0.0,920.0,638.0,255770.0,278.0108695652174,2910.0,3.1630434782608696,638,920.0,255770.0,2910.0,1.4420062695924765,400.8934169278997,278.0108695652174,0.0
PRV57350,9.0,7.0,65000.0,7222.222222222223,9612.0,1068.0,37.0,34.0,6390.0,172.7027027027027,230.0,6.216216216216216,41,46.0,71390.0,9842.0,1.1219512195121952,1741.219512195122,1551.9565217391305,0.1956521739130435
PRV57351,0.0,0.0,0.0,0.0,0.0,0.0,34.0,32.0,20180.0,593.5294117647059,220.0,6.470588235294118,32,34.0,20180.0,220.0,1.0625,630.625,593.5294117647059,0.0
PRV57352,3.0,3.0,15000.0,5000.0,3204.0,1068.0,41.0,38.0,10050.0,245.1219512195122,50.0,1.2195121951219512,41,44.0,25050.0,3254.0,1.0731707317073171,610.9756097560976,569.3181818181819,0.06818181818181818
PRV57354,0.0,0.0,0.0,0.0,0.0,0.0,22.0,21.0,8510.0,386.8181818181818,0.0,0.0,21,22.0,8510.0,0.0,1.0476190476190477,405.23809523809524,386.8181818181818,0.0
PRV57355,0.0,0.0,0.0,0.0,0.0,0.0,34.0,21.0,16240.0,477.6470588235294,190.0,5.588235294117647,21,34.0,16240.0,190.0,1.619047619047619,773.3333333333334,477.6470588235294,0.0
PRV57356,0.0,0.0,0.0,0.0,0.0,0.0,67.0,25.0,23570.0,351.7910447761194,240.0,3.582089552238806,25,67.0,23570.0,240.0,2.68,942.8,351.7910447761194,0.0
PRV57357,15.0,12.0,113000.0,7533.333333333333,16020.0,1068.0,1.0,1.0,1700.0,1700.0,0.0,0.0,13,16.0,114700.0,16020.0,1.2307692307692308,8823.076923076924,7168.75,0.9375
PRV57358,0.0,0.0,0.0,0.0,0.0,0.0,77.0,32.0,12200.0,158.44155844155844,100.0,1.2987012987012987,32,77.0,12200.0,100.0,2.40625,381.25,158.44155844155844,0.0
PRV57359,0.0,0.0,0.0,0.0,0.0,0.0,102.0,67.0,34390.0,337.15686274509807,200.0,1.9607843137254901,67,102.0,34390.0,200.0,1.5223880597014925,513.2835820895523,337.15686274509807,0.0
PRV57361,0.0,0.0,0.0,0.0,0.0,0.0,60.0,32.0,18790.0,313.1666666666667,60.0,1.0,32,60.0,18790.0,60.0,1.875,587.1875,313.1666666666667,0.0
PRV57363,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,400.0,200.0,40.0,20.0,2,2.0,400.0,40.0,1.0,200.0,200.0,0.0
PRV57364,3.0,2.0,42000.0,14000.0,3204.0,1068.0,7.0,7.0,650.0,92.85714285714286,0.0,0.0,9,10.0,42650.0,3204.0,1.1111111111111112,4738.888888888889,4265.0,0.3
PRV57365,0.0,0.0,0.0,0.0,0.0,0.0,183.0,84.0,57260.0,312.89617486338796,490.0,2.6775956284153004,84,183.0,57260.0,490.0,2.1785714285714284,681.6666666666666,312.89617486338796,0.0
PRV57366,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,4960.0,413.3333333333333,0.0,0.0,7,12.0,4960.0,0.0,1.7142857142857142,708.5714285714286,413.3333333333333,0.0
PRV57367,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,8070.0,733.6363636363636,80.0,7.2727272727272725,8,11.0,8070.0,80.0,1.375,1008.75,733.6363636363636,0.0
PRV57368,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,3500.0,159.0909090909091,0.0,0.0,22,22.0,3500.0,0.0,1.0,159.0909090909091,159.0909090909091,0.0
PRV57369,11.0,10.0,117000.0,10636.363636363636,11748.0,1068.0,17.0,17.0,2350.0,138.23529411764707,200.0,11.764705882352942,27,28.0,119350.0,11948.0,1.037037037037037,4420.37037037037,4262.5,0.39285714285714285
PRV57371,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,70.0,70.0,0.0,0.0,1,1.0,70.0,0.0,1.0,70.0,70.0,0.0
PRV57372,15.0,12.0,119000.0,7933.333333333333,16020.0,1068.0,17.0,17.0,4750.0,279.4117647058824,200.0,11.764705882352942,28,32.0,123750.0,16220.0,1.1428571428571428,4419.642857142857,3867.1875,0.46875
PRV57373,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,800.0,400.0,0.0,0.0,2,2.0,800.0,0.0,1.0,400.0,400.0,0.0
PRV57374,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,800.0,133.33333333333334,0.0,0.0,5,6.0,800.0,0.0,1.2,160.0,133.33333333333334,0.0
PRV57375,6.0,5.0,46000.0,7666.666666666667,6408.0,1068.0,75.0,33.0,26220.0,349.6,160.0,2.1333333333333333,35,81.0,72220.0,6568.0,2.3142857142857145,2063.4285714285716,891.604938271605,0.07407407407407407
PRV57376,0.0,0.0,0.0,0.0,0.0,0.0,20.0,18.0,5060.0,253.0,0.0,0.0,18,20.0,5060.0,0.0,1.1111111111111112,281.1111111111111,253.0,0.0
PRV57378,0.0,0.0,0.0,0.0,0.0,0.0,35.0,29.0,6780.0,193.71428571428572,120.0,3.4285714285714284,29,35.0,6780.0,120.0,1.206896551724138,233.79310344827587,193.71428571428572,0.0
PRV57379,3.0,3.0,44000.0,14666.666666666666,3204.0,1068.0,25.0,23.0,12380.0,495.2,0.0,0.0,26,28.0,56380.0,3204.0,1.0769230769230769,2168.4615384615386,2013.5714285714287,0.10714285714285714
PRV57380,0.0,0.0,0.0,0.0,0.0,0.0,87.0,64.0,22880.0,262.98850574712645,330.0,3.793103448275862,64,87.0,22880.0,330.0,1.359375,357.5,262.98850574712645,0.0
PRV57381,0.0,0.0,0.0,0.0,0.0,0.0,49.0,12.0,18640.0,380.40816326530614,100.0,2.0408163265306123,12,49.0,18640.0,100.0,4.083333333333333,1553.3333333333333,380.40816326530614,0.0
PRV57382,5.0,5.0,85000.0,17000.0,4272.0,1068.0,74.0,43.0,14810.0,200.13513513513513,270.0,3.6486486486486487,45,79.0,99810.0,4542.0,1.7555555555555555,2218.0,1263.4177215189873,0.06329113924050633
PRV57385,0.0,0.0,0.0,0.0,0.0,0.0,90.0,41.0,21930.0,243.66666666666666,250.0,2.7777777777777777,41,90.0,21930.0,250.0,2.1951219512195124,534.8780487804878,243.66666666666666,0.0
PRV57386,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,300.0,300.0,0.0,0.0,1,1.0,300.0,0.0,1.0,300.0,300.0,0.0
PRV57388,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,1660.0,184.44444444444446,100.0,11.11111111111111,7,9.0,1660.0,100.0,1.2857142857142858,237.14285714285714,184.44444444444446,0.0
PRV57389,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,3810.0,635.0,0.0,0.0,4,6.0,3810.0,0.0,1.5,952.5,635.0,0.0
PRV57390,0.0,0.0,0.0,0.0,0.0,0.0,55.0,42.0,10840.0,197.0909090909091,190.0,3.4545454545454546,42,55.0,10840.0,190.0,1.3095238095238095,258.0952380952381,197.0909090909091,0.0
PRV57391,0.0,0.0,0.0,0.0,0.0,0.0,19.0,13.0,4780.0,251.57894736842104,0.0,0.0,13,19.0,4780.0,0.0,1.4615384615384615,367.6923076923077,251.57894736842104,0.0
PRV57392,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,70.0,35.0,0.0,0.0,2,2.0,70.0,0.0,1.0,35.0,35.0,0.0
PRV57393,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2800.0,560.0,0.0,0.0,5,5.0,2800.0,0.0,1.0,560.0,560.0,0.0
PRV57394,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,6630.0,414.375,0.0,0.0,15,16.0,6630.0,0.0,1.0666666666666667,442.0,414.375,0.0
PRV57396,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0
PRV57397,7.0,7.0,65000.0,9285.714285714286,7476.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7.0,65000.0,7476.0,1.0,9285.714285714286,9285.714285714286,1.0
PRV57398,3.0,3.0,50600.0,16866.666666666668,3204.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,50600.0,3204.0,1.0,16866.666666666668,16866.666666666668,1.0
PRV57399,1.0,1.0,57000.0,57000.0,1068.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,57000.0,1068.0,1.0,57000.0,57000.0,1.0
PRV57400,8.0,6.0,67000.0,8375.0,8544.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,6,8.0,67000.0,8544.0,1.3333333333333333,11166.666666666666,8375.0,1.0
PRV57401,8.0,8.0,65000.0,8125.0,8544.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8.0,65000.0,8544.0,1.0,8125.0,8125.0,1.0
PRV57402,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,20.0,20.0,0.0,0.0,1,1.0,20.0,0.0,1.0,20.0,20.0,0.0
PRV57403,15.0,13.0,172000.0,11466.666666666666,16020.0,1068.0,0.0,0.0,0.0,0.0,0.0,0.0,13,15.0,172000.0,16020.0,1.1538461538461537,13230.76923076923,11466.666666666666,1.0
PRV57404,9.0,8.0,62000.0,6888.888888888889,8544.0,1068.0,37.0,35.0,12250.0,331.0810810810811,90.0,2.4324324324324325,43,46.0,74250.0,8634.0,1.069767441860465,1726.7441860465117,1614.1304347826087,0.1956521739130435
PRV57405,0.0,0.0,0.0,0.0,0.0,0.0,32.0,27.0,5690.0,177.8125,100.0,3.125,27,32.0,5690.0,100.0,1.1851851851851851,210.74074074074073,177.8125,0.0
PRV57406,46.0,40.0,489000.0,10630.434782608696,48060.0,1068.0,22.0,20.0,16460.0,748.1818181818181,0.0,0.0,58,68.0,505460.0,48060.0,1.1724137931034482,8714.827586206897,7433.235294117647,0.6764705882352942
PRV57407,0.0,0.0,0.0,0.0,0.0,0.0,217.0,103.0,62860.0,289.6774193548387,660.0,3.0414746543778803,103,217.0,62860.0,660.0,2.1067961165048543,610.2912621359224,289.6774193548387,0.0
PRV57408,0.0,0.0,0.0,0.0,0.0,0.0,55.0,50.0,8650.0,157.27272727272728,110.0,2.0,50,55.0,8650.0,110.0,1.1,173.0,157.27272727272728,0.0
