Provider,Anomaly_Score,Anomaly_Flag,PotentialFraud,Fraud_Label
PRV56016,0.4078646187096076,0,No,0
PRV57626,0.4078180206032272,0,No,0
PRV53934,0.4077737829637895,0,No,0
PRV51784,0.4077528432069345,0,No,0
PRV52949,0.4077286436627615,0,No,0
PRV56502,0.4077201580385155,0,No,0
PRV53709,0.4076961719172755,0,No,0
PRV56258,0.407644082890114,0,No,0
PRV55902,0.4076439283625189,0,No,0
PRV57723,0.4076249058470904,0,No,0
PRV54758,0.4076128456241014,0,No,0
PRV53526,0.4076008683454987,0,No,0
PRV54546,0.4075993364768248,0,No,0
PRV57046,0.407564163542059,0,No,0
PRV53713,0.407562771223024,0,No,0
PRV56098,0.4075095358761159,0,No,0
PRV56527,0.4074539155759976,0,No,0
PRV53784,0.4074299603909884,0,No,0
PRV57575,0.4074264662523664,0,No,0
PRV55762,0.4074203332793177,0,No,0
PRV57470,0.4073808828920954,0,No,0
PRV51691,0.4073739731258739,0,No,0
PRV54194,0.4073545931666168,0,No,0
PRV51441,0.4073488561005393,0,No,0
PRV51029,0.4072885772620075,0,No,0
PRV53980,0.40726777977531,0,No,0
PRV57610,0.4072618044912177,0,No,0
PRV55111,0.4072509798062572,0,No,0
PRV51658,0.407216569506289,0,No,0
PRV52668,0.4071876890321442,0,No,0
PRV55798,0.4071601329622845,0,No,0
PRV53534,0.4070849924591598,0,No,0
PRV55554,0.4070232678609649,0,No,0
PRV55013,0.4069764822681234,0,No,0
PRV52555,0.4069370247619196,0,No,0
PRV51901,0.4069370247619196,0,No,0
PRV51992,0.406911695302569,0,No,0
PRV52551,0.4068829246341828,0,No,0
PRV56688,0.4068811633786636,0,No,0
PRV51395,0.4068721253998308,0,No,0
PRV57262,0.4068595177135985,0,No,0
PRV52260,0.4068375722477119,0,No,0
PRV54808,0.4068177912398834,0,Yes,1
PRV53690,0.4067989863111551,0,No,0
PRV54687,0.4067899376819821,0,No,0
PRV55497,0.4067761741803527,0,No,0
PRV57725,0.4067686855311361,0,No,0
PRV53035,0.4067370333092721,0,No,0
PRV52790,0.4066834583186345,0,No,0
PRV55002,0.4066143174534486,0,No,0
PRV55727,0.4065956738854003,0,No,0
PRV57276,0.4065468531657062,0,No,0
PRV56929,0.4064568764769729,0,No,0
PRV54119,0.4064315680981799,0,No,0
PRV55351,0.4064293648589417,0,No,0
PRV54636,0.4063962227130706,0,No,0
PRV54877,0.4063942717560063,0,No,0
PRV55980,0.4063727759595651,0,No,0
PRV54224,0.4062741564059651,0,No,0
PRV56964,0.4062668591138586,0,No,0
PRV56066,0.4062653574326818,0,No,0
PRV56348,0.4062421842736414,0,No,0
PRV53218,0.4062159307079145,0,No,0
PRV55426,0.406211334699346,0,No,0
PRV54707,0.4061594337118266,0,No,0
PRV54323,0.4061173629590573,0,Yes,1
PRV56529,0.4060964857757856,0,No,0
PRV52659,0.4060855883581137,0,No,0
PRV54154,0.4060804021284652,0,No,0
PRV51295,0.4060376404985603,0,No,0
PRV57756,0.4059623537215728,0,No,0
PRV52046,0.405927724882506,0,No,0
PRV52919,0.4058508022381203,0,No,0
PRV51885,0.4057793293227331,0,No,0
PRV52886,0.4057169774067273,0,No,0
PRV53771,0.4056779246403327,0,No,0
PRV55314,0.4056657749977145,0,No,0
PRV56440,0.4056544160185478,0,No,0
PRV56515,0.4056486037243735,0,No,0
PRV54870,0.405611735922735,0,No,0
PRV53848,0.405611735922735,0,No,0
PRV52238,0.4055975981753379,0,No,0
PRV57542,0.4055503103804633,0,No,0
PRV54432,0.4055043224183831,0,No,0
PRV52951,0.4054760094335963,0,No,0
PRV56181,0.4054746491147368,0,No,0
PRV52575,0.4054681024287382,0,No,0
PRV51287,0.4054590604391045,0,No,0
PRV55551,0.4054295258359051,0,No,0
PRV56694,0.4054192653577038,0,No,0
PRV51299,0.4054071097941443,0,No,0
PRV56261,0.4053987776283502,0,No,0
PRV54938,0.4053487031950982,0,No,0
PRV52604,0.4053485764131621,0,No,0
PRV54967,0.4053250855389405,0,No,0
PRV53254,0.4052639681963291,0,No,0
PRV55293,0.4052441737214252,0,No,0
PRV57067,0.4052253583442022,0,No,0
PRV53071,0.4052142531945616,0,No,0
PRV51587,0.405134376536066,0,No,0
PRV51569,0.405134376536066,0,No,0
PRV53522,0.4051318647327727,0,No,0
PRV52720,0.405127253769776,0,No,0
PRV53342,0.4051104764792754,0,No,0
PRV56379,0.4050919635647577,0,No,0
PRV57592,0.4050382177346908,0,No,0
PRV52678,0.4049444717277802,0,No,0
PRV56405,0.4049376983060523,0,No,0
PRV53113,0.4049308602329879,0,No,0
PRV54582,0.4048617864865202,0,No,0
PRV54020,0.4048533088997996,0,No,0
PRV52075,0.4048439019407077,0,No,0
PRV55779,0.4048325253635058,0,No,0
PRV53722,0.4048321344405691,0,No,0
PRV56328,0.4048300495841126,0,No,0
PRV54261,0.4048210330017122,0,No,0
PRV52929,0.4048175818331527,0,No,0
PRV51911,0.4048103180292367,0,No,0
PRV57499,0.404797358217051,0,No,0
PRV54133,0.404786888710852,0,No,0
PRV55260,0.4047537398693628,0,No,0
PRV55061,0.4047327660403883,0,No,0
PRV51293,0.4047317043335558,0,No,0
PRV57500,0.404728267218796,0,No,0
PRV53572,0.4047116353638701,0,No,0
PRV53831,0.4046984922565785,0,No,0
PRV56471,0.4046715925496296,0,No,0
PRV56807,0.4045795212949444,0,No,0
PRV54599,0.4045748926656238,0,No,0
PRV55870,0.4045732592591336,0,No,0
PRV54004,0.4045431454299798,0,No,0
PRV54024,0.4045375400954445,0,No,0
PRV53523,0.4045056367022372,0,No,0
PRV57469,0.4044715552869481,0,No,0
PRV52391,0.4044311148210547,0,No,0
PRV54007,0.4044235081554628,0,No,0
PRV51494,0.4043902795981725,0,No,0
PRV52725,0.4043764377894633,0,No,0
PRV54401,0.4043544850240075,0,No,0
PRV56013,0.4043504999638278,0,No,0
PRV57137,0.4043419451833695,0,No,0
PRV53217,0.4042774411279979,0,No,0
PRV55071,0.4042610819983834,0,No,0
PRV56284,0.4042006633264544,0,No,0
PRV57459,0.4041559431049824,0,No,0
PRV53656,0.4041373080109245,0,No,0
PRV52770,0.4041187755859653,0,No,0
PRV56198,0.4041057551151318,0,No,0
PRV55474,0.4041022793784238,0,No,0
PRV53496,0.4040393975119087,0,No,0
PRV54553,0.4039900704607213,0,No,0
PRV53065,0.4039848224444533,0,No,0
PRV52535,0.4039582582991145,0,No,0
PRV52212,0.4039537400562074,0,No,0
PRV51930,0.403943407281259,0,No,0
PRV56837,0.4039218081733081,0,No,0
PRV52962,0.4038814543287294,0,No,0
PRV55627,0.4038807096270457,0,No,0
PRV56319,0.4038696812903071,0,No,0
PRV55053,0.4038651569656821,0,No,0
PRV52864,0.4038625286038338,0,No,0
PRV52891,0.4038604745080998,0,No,0
PRV56498,0.4038560889820507,0,No,0
PRV51472,0.4038177431813153,0,No,0
PRV57200,0.4037777180112712,0,No,0
PRV55570,0.4037369420527954,0,No,0
PRV53274,0.4037246851885126,0,No,0
PRV54442,0.4037148185802544,0,No,0
PRV54953,0.4036848888836793,0,No,0
PRV54289,0.4036528594378797,0,No,0
PRV51500,0.4036170116670227,0,No,0
PRV53162,0.4035982666188065,0,No,0
PRV54400,0.4035649430979607,0,No,0
PRV53054,0.4035498087819499,0,No,0
PRV55995,0.4035427613480741,0,No,0
PRV55574,0.4035282093453267,0,No,0
PRV57680,0.4034989348574667,0,No,0
PRV51741,0.403494724109709,0,No,0
PRV53703,0.4034810091314494,0,No,0
PRV53595,0.4034770471816146,0,No,0
PRV56679,0.4034765674019662,0,No,0
PRV56858,0.4034288278855302,0,No,0
PRV56797,0.4034267435591953,0,No,0
PRV51416,0.4033282160555166,0,No,0
PRV54317,0.4033097873658579,0,No,0
PRV51397,0.4032494964738988,0,No,0
PRV51924,0.4032342802109966,0,No,0
PRV56346,0.4032264715233589,0,No,0
PRV53403,0.4032104261862427,0,No,0
PRV55197,0.4031256724136568,0,No,0
PRV56475,0.4031136939693276,0,No,0
PRV51122,0.4029962215100404,0,No,0
PRV52168,0.4029937925999433,0,No,0
PRV56088,0.4029799115948677,0,No,0
PRV53685,0.4029619456814222,0,No,0
PRV52693,0.4029229476904931,0,No,0
PRV56211,0.402911842632662,0,No,0
PRV52895,0.4029013427763495,0,No,0
PRV52629,0.4028520290495216,0,No,0
PRV53433,0.4028450964890012,0,No,0
PRV57014,0.4028435907690376,0,No,0
PRV52196,0.4028172671847779,0,No,0
PRV53708,0.4027574751281908,0,No,0
PRV53224,0.4027458725142848,0,No,0
PRV55319,0.4026895890560264,0,No,0
PRV52455,0.4026881899585213,0,No,0
PRV52436,0.4026837310140139,0,No,0
PRV52838,0.4026494413027933,0,No,0
PRV55376,0.40263176761058,0,No,0
PRV56967,0.4026276591579987,0,No,0
PRV56351,0.4026180656965135,0,No,0
PRV53134,0.4025679275720452,0,No,0
PRV56010,0.4024858829740455,0,No,0
PRV51749,0.4024653110211301,0,No,0
PRV54136,0.4023455539549261,0,No,0
PRV54212,0.4023122318998121,0,No,0
PRV56651,0.402262701785028,0,No,0
PRV57390,0.4022585846899981,0,No,0
PRV52336,0.4022567810435199,0,No,0
PRV53087,0.4022386569310877,0,No,0
PRV55777,0.4021574974392666,0,No,0
PRV57687,0.4021472401822091,0,No,0
PRV53743,0.4021401119139297,0,No,0
PRV57136,0.4021326999000001,0,No,0
PRV53447,0.402120875859208,0,No,0
PRV56861,0.4020731808467693,0,No,0
PRV52901,0.4020635725162585,0,No,0
PRV53652,0.4020560006959012,0,No,0
PRV55788,0.4020488239213091,0,No,0
PRV55741,0.4020249133042519,0,No,0
PRV54207,0.4020126893492491,0,No,0
PRV53849,0.4020022745675591,0,No,0
PRV55295,0.4019605562113581,0,No,0
PRV55068,0.4019389901738121,0,No,0
PRV53215,0.4019363201921037,0,No,0
PRV52143,0.4018780269508636,0,No,0
PRV51117,0.4018768193588593,0,No,0
PRV54723,0.4018729704185259,0,No,0
PRV51141,0.4018553713277564,0,No,0
PRV53411,0.4018366235859446,0,No,0
PRV54167,0.4018252225559268,0,No,0
PRV56536,0.4018052736877432,0,No,0
PRV56514,0.4016686300109087,0,No,0
PRV57190,0.4016505692139359,0,No,0
PRV51326,0.4016445601476753,0,No,0
PRV51790,0.4015945498714942,0,No,0
PRV56366,0.4015064635447549,0,No,0
PRV54911,0.4014896485771222,0,No,0
PRV55493,0.40148105010616,0,No,0
PRV54112,0.4014619134521804,0,No,0
PRV52184,0.4014144377154525,0,No,0
PRV55874,0.4014049171103858,0,No,0
PRV53222,0.401320709908994,0,No,0
PRV56199,0.4013035418675808,0,No,0
PRV52512,0.4012950687764698,0,No,0
PRV52069,0.4012251202097996,0,No,0
PRV51451,0.401156534567293,0,No,0
PRV51216,0.4011487467632509,0,No,0
PRV52354,0.4011445244819865,0,No,0
PRV56279,0.4010854082996572,0,No,0
PRV51724,0.4010752350670132,0,No,0
PRV53480,0.4010641872404899,0,No,0
PRV55273,0.4010627087975103,0,No,0
PRV55880,0.400992507711377,0,No,0
PRV55621,0.4008783729599562,0,No,0
PRV53044,0.4008445450384406,0,No,0
PRV57257,0.4008322592520403,0,No,0
PRV57761,0.4008310470778423,0,No,0
PRV54863,0.4007037329175996,0,No,0
PRV57536,0.4006956458463924,0,No,0
PRV53593,0.4006832820059615,0,No,0
PRV52371,0.4006580585167544,0,No,0
PRV56783,0.4006487804393812,0,No,0
PRV51776,0.400632067285741,0,No,0
PRV56251,0.4006231660785153,0,No,0
PRV53665,0.4005641587787081,0,No,0
PRV52433,0.4005156700736886,0,No,0
PRV51224,0.400506358236368,0,No,0
PRV53081,0.4005032728337558,0,No,0
PRV55361,0.4004760948839749,0,No,0
PRV54597,0.4004623577934141,0,No,0
PRV54945,0.4004463587578626,0,No,0
PRV52416,0.4004375239605081,0,No,0
PRV56497,0.4004223444331117,0,No,0
PRV51995,0.4004117948934062,0,No,0
PRV57380,0.4003895753692233,0,No,0
PRV51131,0.4003533600524239,0,No,0
PRV56945,0.4003463102712667,0,No,0
PRV56149,0.4003377093438064,0,No,0
PRV51044,0.4003106048902617,0,No,0
PRV57361,0.400305009167856,0,No,0
PRV57282,0.4002811704180292,0,Yes,1
PRV57475,0.4002803489335953,0,No,0
PRV54496,0.4001485100551502,0,No,0
PRV53891,0.4000385861479918,0,No,0
PRV54250,0.4000335733216815,0,No,0
PRV56893,0.4000142228930938,0,No,0
PRV51292,0.4000097430951942,0,No,0
PRV57118,0.3999890208635566,0,No,0
PRV52953,0.3999495768642531,0,No,0
PRV53574,0.3999466418722571,0,No,0
PRV54519,0.3999011368958726,0,No,0
PRV54012,0.3998747667051592,0,No,0
PRV52406,0.3998717290543833,0,No,0
PRV54753,0.3998425448278002,0,No,0
PRV52692,0.3998281919074963,0,No,0
PRV55345,0.3997581168593635,0,No,0
PRV55337,0.3997514314485718,0,No,0
PRV56987,0.3996938988023136,0,No,0
PRV53310,0.3996565534696643,0,No,0
PRV55386,0.3996529329781447,0,No,0
PRV56553,0.3996340805237199,0,No,0
PRV56963,0.3996264814994957,0,No,0
PRV54160,0.3995452324597499,0,No,0
PRV57161,0.3995353711545515,0,No,0
PRV55723,0.3994670187013758,0,No,0
PRV53037,0.3994551336745545,0,No,0
PRV53946,0.3994498253867249,0,No,0
PRV51965,0.3994336784970769,0,No,0
PRV53291,0.399404294079675,0,No,0
PRV54300,0.3992936025690548,0,No,0
PRV51631,0.3992382696962509,0,No,0
PRV56375,0.399217145730486,0,No,0
PRV55343,0.3991886545514932,0,No,0
PRV53014,0.3991783436676581,0,No,0
PRV51225,0.3991371772011409,0,No,0
PRV54163,0.3990514433271222,0,No,0
PRV51253,0.3990363450025301,0,No,0
PRV56653,0.3989969550730503,0,No,0
PRV52510,0.3989668349677016,0,No,0
PRV54309,0.3989239321461535,0,No,0
PRV57054,0.3988609372806119,0,No,0
PRV51672,0.3987587972072099,0,No,0
PRV53701,0.3987587972072099,0,No,0
PRV54581,0.3987377902326797,0,No,0
PRV54634,0.3987250914136819,0,No,0
PRV54403,0.3986675201988231,0,No,0
PRV54515,0.3986228960815361,0,No,0
PRV57730,0.3985925937876209,0,No,0
PRV56063,0.3985889085541081,0,No,0
PRV51698,0.3985310245212106,0,No,0
PRV54184,0.3985206323805634,0,No,0
PRV56393,0.3985151333024661,0,No,0
PRV55447,0.3984915555594823,0,No,0
PRV56976,0.3984086136788657,0,No,0
PRV56176,0.3984056634255872,0,No,0
PRV54540,0.3983835586998001,0,Yes,1
PRV54814,0.3983503277233465,0,No,0
PRV56314,0.3983475299796264,0,No,0
PRV56322,0.398309126628239,0,No,0
PRV53766,0.3982691470281239,0,No,0
PRV57509,0.3982629479689452,0,No,0
PRV57261,0.3981978299663345,0,No,0
PRV53031,0.3981906399669068,0,No,0
PRV54455,0.3981906399669068,0,No,0
PRV51914,0.3981269058739971,0,No,0
PRV52010,0.3981171007152245,0,No,0
PRV51026,0.3981061889345106,0,No,0
PRV52710,0.3981046091848608,0,No,0
PRV53551,0.3980923381414628,0,No,0
PRV57207,0.3980866474826677,0,No,0
PRV57447,0.3980750318595789,0,No,0
PRV57059,0.3980750318595789,0,No,0
PRV54871,0.3980749995000801,0,No,0
PRV56512,0.3980595765193471,0,No,0
PRV51306,0.3980572745797001,0,No,0
PRV53663,0.3980241191467895,0,No,0
PRV51082,0.3979751729013138,0,No,0
PRV52554,0.3978587664683484,0,No,0
PRV53301,0.3978137530055056,0,No,0
PRV53026,0.3977669065998968,0,No,0
PRV53841,0.3977638502463493,0,No,0
PRV55993,0.3977533403195549,0,No,0
PRV56427,0.3977361185684829,0,No,0
PRV51716,0.3976673274897779,0,No,0
PRV52456,0.3976509705549275,0,No,0
PRV52721,0.3976275881337254,0,No,0
PRV56557,0.3976104758522553,0,No,0
PRV57277,0.3975909973161209,0,No,0
PRV51964,0.3975882298943631,0,No,0
PRV57754,0.3975675850334335,0,No,0
PRV52743,0.3975675850334335,0,No,0
PRV55036,0.3975648348273212,0,No,0
PRV52928,0.3975599095528344,0,No,0
PRV53640,0.3975458337194825,0,No,0
PRV56200,0.3975344866958064,0,No,0
PRV56504,0.3975198834796771,0,No,0
PRV55316,0.3974971444073018,0,No,0
PRV52724,0.397480792786285,0,No,0
PRV52242,0.3974757493063826,0,No,0
PRV54383,0.3974578011657707,0,No,0
PRV53694,0.3974442981884916,0,No,0
PRV55587,0.3974339799062569,0,No,0
PRV53798,0.3973421623201781,0,No,0
PRV57455,0.3972801576495868,0,No,0
PRV55938,0.3972293168180988,0,No,0
PRV53282,0.3972064762483147,0,No,0
PRV57456,0.3971545995567285,0,No,0
PRV51169,0.397152715021358,0,No,0
PRV57531,0.3971012039105201,0,No,0
PRV54809,0.397082677797766,0,No,0
PRV52009,0.3970190544160955,0,No,0
PRV51521,0.3969974909597194,0,No,0
PRV53069,0.3969635166115027,0,No,0
PRV57741,0.396933686775519,0,No,0
PRV52515,0.3969333384166106,0,No,0
PRV52643,0.3968890455595186,0,No,0
PRV57413,0.3968472311094465,0,No,0
PRV56153,0.396802157502524,0,No,0
PRV55408,0.3968016182418099,0,No,0
PRV57683,0.3967842998071462,0,No,0
PRV53257,0.3967829427061965,0,No,0
PRV51843,0.3967791202273826,0,No,0
PRV53535,0.3967554126928831,0,No,0
PRV54618,0.3967415909367854,0,No,0
PRV57199,0.3967192046647987,0,No,0
PRV56953,0.3967178267233003,0,No,0
PRV53341,0.3967139287135113,0,No,0
PRV53532,0.3966947522409547,0,No,0
PRV57255,0.3966869641361356,0,No,0
PRV55635,0.3966200043464956,0,No,0
PRV54790,0.3966192198035222,0,No,0
PRV56048,0.3965999929993212,0,No,0
PRV54603,0.3965898668995656,0,No,0
PRV57426,0.3965748380552742,0,No,0
PRV54550,0.3965651833903722,0,No,0
PRV53805,0.3965532574182228,0,No,0
PRV57740,0.3964734653351485,0,No,0
PRV54416,0.3964703275524373,0,No,0
PRV51171,0.3964573957861406,0,No,0
PRV56095,0.3964423341986306,0,No,0
PRV53977,0.3964253176788143,0,No,0
PRV53745,0.3964243341507543,0,No,0
PRV51685,0.3964191063884104,0,No,0
PRV52514,0.3963954296427263,0,No,0
PRV57391,0.3962598003789886,0,No,0
PRV57744,0.3962548200783007,0,No,0
PRV53524,0.396237407654172,0,No,0
PRV56138,0.3962272670898317,0,No,0
PRV53382,0.3961980588029731,0,No,0
PRV54162,0.3961683736944362,0,No,0
PRV54410,0.3961455008129914,0,No,0
PRV51143,0.396119459635525,0,No,0
PRV55596,0.3961111891147061,0,No,0
PRV51314,0.3960759985865705,0,No,0
PRV55298,0.3960549020076489,0,No,0
PRV56389,0.3960410691488911,0,No,0
PRV51250,0.3959928393254584,0,No,0
PRV54954,0.3959893989956476,0,No,0
PRV53164,0.3959534265782972,0,No,0
PRV55306,0.3958748741821316,0,No,0
PRV56480,0.3958674365805019,0,No,0
PRV56093,0.3958651363927651,0,No,0
PRV54291,0.3958609619266178,0,No,0
PRV51859,0.3958533904251675,0,No,0
PRV56272,0.3958232915995264,0,No,0
PRV56816,0.3957725745470812,0,No,0
PRV54836,0.3957453411845605,0,No,0
PRV52185,0.3957286261861827,0,No,0
PRV56867,0.3957283524442528,0,No,0
PRV52306,0.3957149922586449,0,No,0
PRV53935,0.395694704813141,0,No,0
PRV53621,0.3956645102180083,0,No,0
PRV56954,0.3956024413853717,0,No,0
PRV52471,0.3955950074371899,0,No,0
PRV51206,0.3955697384009752,0,No,0
PRV57462,0.3955697384009752,0,No,0
PRV53845,0.3955302820741911,0,No,0
PRV53815,0.3955089159842497,0,No,0
PRV53018,0.3954677613943737,0,No,0
PRV53363,0.3954164185290272,0,No,0
PRV52204,0.3954073855745644,0,No,0
PRV51858,0.3953961288972158,0,No,0
PRV53362,0.3953891514837217,0,No,0
PRV51894,0.3953214249070207,0,No,0
PRV52218,0.3953183286315426,0,No,0
PRV52528,0.3953009550382982,0,No,0
PRV56113,0.3952962645792556,0,No,0
PRV51012,0.3952951993048862,0,No,0
PRV55342,0.3952660646293304,0,No,0
PRV53227,0.3952495282393896,0,No,0
PRV56191,0.3952346930253442,0,No,0
PRV56645,0.3952169904062485,0,No,0
PRV52934,0.3952116098057047,0,No,0
PRV57368,0.3951947189487697,0,No,0
PRV56863,0.3951863631873279,0,No,0
PRV53842,0.3951703950158208,0,No,0
PRV53660,0.3951625137150339,0,No,0
PRV52739,0.3951556789709038,0,No,0
PRV52795,0.3951196697233385,0,No,0
PRV57099,0.3951185775499772,0,No,0
PRV57678,0.3950844102690183,0,No,0
PRV52863,0.3950766265140673,0,No,0
PRV54150,0.3950372583962872,0,No,0
PRV54643,0.3950293234441444,0,No,0
PRV52873,0.3950229445327139,0,No,0
PRV53741,0.3949766722260619,0,No,0
PRV56077,0.3949266451066804,0,No,0
PRV57013,0.3949018408192504,0,No,0
PRV54422,0.3948157453620536,0,No,0
PRV51899,0.3947249457689973,0,No,0
PRV55530,0.3947014914585115,0,No,0
PRV55623,0.3946941955579233,0,No,0
PRV56141,0.3946844212877148,0,No,0
PRV51230,0.3946811822129148,0,No,0
PRV54005,0.3946691222149361,0,No,0
PRV57002,0.3946452654327117,0,No,0
PRV55963,0.3946409730448885,0,No,0
PRV55562,0.3946328606365469,0,No,0
PRV56894,0.3946052042324066,0,No,0
PRV51770,0.394592641032323,0,No,0
PRV55271,0.3945859670460994,0,No,0
PRV53726,0.3945790277530467,0,No,0
PRV54829,0.3945656858370726,0,No,0
PRV54025,0.3945615609471368,0,No,0
PRV54478,0.3945355682733403,0,No,0
PRV55885,0.3945337862531302,0,No,0
PRV53470,0.3944954799114605,0,No,0
PRV56581,0.3944697595046417,0,No,0
PRV54415,0.3944246372593142,0,No,0
PRV56654,0.3944155915302801,0,No,0
PRV54573,0.3944119312152692,0,No,0
PRV53351,0.3943616219431079,0,No,0
PRV53138,0.3943170269585809,0,No,0
PRV57256,0.3943155549916046,0,No,0
PRV54481,0.3943155549916046,0,No,0
PRV53427,0.3942927038674363,0,No,0
PRV57544,0.3942838642177242,0,No,0
PRV51669,0.3942815988955632,0,No,0
PRV51870,0.3942777798642674,0,No,0
PRV54784,0.3942609259364523,0,No,0
PRV51761,0.3942172203148936,0,No,0
PRV51973,0.3942126458846477,0,No,0
PRV57239,0.3942048906573097,0,No,0
PRV57601,0.3941148558944897,0,No,0
PRV51926,0.3941130105175042,0,No,0
PRV54313,0.3940941126488319,0,No,0
PRV53905,0.3940835258731035,0,No,0
PRV53214,0.394079537841069,0,No,0
PRV51697,0.3940712443753858,0,No,0
PRV54239,0.3940345350354699,0,No,0
PRV55166,0.394019994433738,0,No,0
PRV51477,0.3940197042563306,0,No,0
PRV55110,0.3940069958725457,0,No,0
PRV55595,0.3939564318154615,0,No,0
PRV51376,0.3939041987146874,0,No,0
PRV54539,0.3938852118434939,0,No,0
PRV56415,0.3938691705681225,0,No,0
PRV54893,0.3938557309592028,0,No,0
PRV51458,0.3938241415668395,0,No,0
PRV51185,0.3937831730127844,0,No,0
PRV51205,0.3937496801039154,0,No,0
PRV51214,0.3937233701536515,0,No,0
PRV54489,0.3936278164355535,0,No,0
PRV56521,0.3936161512632473,0,No,0
PRV54536,0.393610605025158,0,No,0
PRV52022,0.3935915466415163,0,No,0
PRV53570,0.3935879662772795,0,No,0
PRV52878,0.3935642115448996,0,No,0
PRV55601,0.3935580392962555,0,No,0
PRV51865,0.3935210643960505,0,No,0
PRV53756,0.3934908467996432,0,No,0
PRV53482,0.3934651009902759,0,No,0
PRV51983,0.3934452760930376,0,No,0
PRV52532,0.3933964176751574,0,No,0
PRV57450,0.3933830423329093,0,No,0
PRV54976,0.3933650011242864,0,No,0
PRV51709,0.3933627088504507,0,No,0
PRV51215,0.3933627088504507,0,No,0
PRV53318,0.3933491531723792,0,No,0
PRV53536,0.3933323718298815,0,No,0
PRV52761,0.3933212414489557,0,No,0
PRV51999,0.3933102409589754,0,No,0
PRV51795,0.3932870131935558,0,No,0
PRV55410,0.393286888261808,0,No,0
PRV57684,0.3932742056318705,0,No,0
PRV57733,0.3932578436969665,0,No,0
PRV51748,0.3932067924324379,0,No,0
PRV55921,0.3932021540399472,0,No,0
PRV55875,0.3931931091605382,0,No,0
PRV53644,0.3931818267384603,0,No,0
PRV56884,0.3930430408160531,0,No,0
PRV52332,0.3930311654874368,0,No,0
PRV56137,0.392990434815346,0,No,0
PRV54606,0.3929869436428983,0,No,0
PRV52264,0.3929866860056286,0,No,0
PRV53957,0.3929466997806331,0,No,0
PRV55862,0.3929347613115151,0,No,0
PRV52727,0.3929327544348251,0,No,0
PRV56186,0.3929327544348251,0,No,0
PRV52506,0.3929249882092213,0,No,0
PRV53569,0.3929037442914261,0,No,0
PRV55320,0.392898779094893,0,No,0
PRV53988,0.3928840893275914,0,No,0
PRV52728,0.3928394449735305,0,No,0
PRV56991,0.3928219466069974,0,No,0
PRV55012,0.3927661425272094,0,No,0
PRV57405,0.3927397847056032,0,No,0
PRV51327,0.3927392159494853,0,No,0
PRV52412,0.39270252021963,0,No,0
PRV57550,0.3926193026468601,0,No,0
PRV57453,0.3925698918151845,0,No,0
PRV55274,0.3925284561225341,0,No,0
PRV52161,0.3925135531471801,0,No,0
PRV55500,0.3924947297283678,0,No,0
PRV55795,0.3924788208594442,0,No,0
PRV52409,0.3923963712279179,0,No,0
PRV52276,0.3923811741246016,0,No,0
PRV51049,0.3923509911926062,0,No,0
PRV54357,0.3923504995020637,0,No,0
PRV53649,0.3923446365536299,0,No,0
PRV56143,0.3923252769253059,0,No,0
PRV52542,0.39232201700766,0,No,0
PRV53553,0.3922529481011133,0,No,0
PRV51382,0.392203953476402,0,No,0
PRV57581,0.3921986351298627,0,No,0
PRV51202,0.3921929353860039,0,No,0
PRV56489,0.3921540411270068,0,No,0
PRV55856,0.3921143474447905,0,No,0
PRV56183,0.3921086286762115,0,No,0
PRV55953,0.392058204347665,0,No,0
PRV55275,0.3920390069523996,0,No,0
PRV54431,0.3920347837299549,0,No,0
PRV55338,0.3920166527552923,0,No,0
PRV54306,0.392015220951321,0,No,0
PRV53611,0.3919685721806248,0,No,0
PRV54708,0.3919666473348457,0,No,0
PRV53759,0.3919567482452656,0,No,0
PRV57485,0.3919489917138783,0,No,0
PRV54176,0.3919489917138783,0,No,0
PRV52186,0.3919087243440328,0,No,0
PRV53484,0.3918556646596143,0,No,0
PRV52772,0.3918407739889118,0,No,0
PRV52486,0.3918348461941768,0,No,0
PRV53148,0.391823430719824,0,No,0
PRV52750,0.3917784572573302,0,No,0
PRV57139,0.3917489684383483,0,No,0
PRV52039,0.3917405480866369,0,No,0
PRV56740,0.3916659228191556,0,No,0
PRV53835,0.3915957404058887,0,No,0
PRV56995,0.3915940464783166,0,No,0
PRV54196,0.3915940464783166,0,No,0
PRV52766,0.3915813206536127,0,No,0
PRV53991,0.3915501886664671,0,No,0
PRV57517,0.3914592120719098,0,No,0
PRV52711,0.391449335656511,0,No,0
PRV57540,0.391448596936674,0,No,0
PRV51794,0.3914178297747473,0,No,0
PRV56291,0.3914089062315832,0,No,0
PRV53880,0.3914079656671367,0,No,0
PRV53064,0.3913966798138783,0,No,0
PRV54280,0.3913949272161682,0,No,0
PRV57036,0.3913600256054762,0,No,0
PRV55411,0.3913370758317554,0,No,0
PRV55941,0.3913037943447435,0,No,0
PRV55724,0.3913027294927375,0,No,0
PRV57107,0.3912900472830852,0,No,0
PRV56535,0.3912794818553309,0,No,0
PRV53641,0.3912242804080583,0,No,0
PRV56552,0.3912047359408363,0,No,0
PRV51718,0.3911772839223866,0,No,0
PRV52228,0.3911707674734088,0,No,0
PRV52798,0.391147213562201,0,No,0
PRV52418,0.3911435113402048,0,No,0
PRV56052,0.3910944801246633,0,No,0
PRV56905,0.391091429509761,0,No,0
PRV55477,0.3910905129513111,0,No,0
