Provider,TotalClaims,AnomalousClaims,AverageRiskScore,MaximumRiskScore,PotentialFraud,AnomalyRate
PRV52211,130,1,2.62,19.79,No,0.77
PRV56044,260,2,2.62,41.79,No,0.77
PRV53096,130,1,2.58,18.85,No,0.77
PRV55977,1302,10,2.53,23.25,Yes,0.77
PRV53100,130,1,2.5,22.3,No,0.77
PRV51281,259,2,2.49,31.24,No,0.77
PRV57549,518,4,2.28,25.09,No,0.77
PRV52072,132,1,3.57,21.66,No,0.76
PRV56228,262,2,3.01,17.23,No,0.76
PRV53123,132,1,2.87,35.58,No,0.76
PRV54049,132,1,2.79,18.63,No,0.76
PRV57551,132,1,2.77,31.7,No,0.76
PRV52066,1455,11,2.72,35.79,Yes,0.76
PRV57176,131,1,2.7,18.18,No,0.76
PRV54975,132,1,2.68,16.42,No,0.76
PRV52414,132,1,2.6,25.37,No,0.76
PRV56745,132,1,2.54,15.6,No,0.76
PRV52628,2098,16,2.52,39.03,Yes,0.76
PRV52683,131,1,2.2,28.53,No,0.76
PRV51614,268,2,3.72,28.44,Yes,0.75
PRV52144,134,1,3.13,40.04,No,0.75
PRV57693,133,1,3.01,17.76,No,0.75
PRV56649,266,2,2.99,29.79,Yes,0.75
PRV54978,265,2,2.76,29.81,No,0.75
PRV57528,401,3,2.72,30.16,Yes,0.75
PRV54404,266,2,2.7,30.02,No,0.75
PRV57611,134,1,2.66,16.3,No,0.75
PRV57605,134,1,2.42,16.3,No,0.75
PRV53407,133,1,2.38,24.77,No,0.75
PRV51864,133,1,2.33,16.37,No,0.75
PRV56449,135,1,3.04,27.17,No,0.74
PRV56618,135,1,2.88,15.79,No,0.74
PRV54350,1495,11,2.82,42.47,Yes,0.74
PRV51539,538,4,2.8,23.86,Yes,0.74
PRV52041,1885,14,2.69,34.83,Yes,0.74
PRV57104,135,1,2.67,30.04,Yes,0.74
PRV54372,1617,12,2.6,38.23,Yes,0.74
PRV51156,542,4,2.54,24.54,No,0.74
PRV56824,136,1,2.35,24.43,No,0.74
PRV56242,136,1,2.19,15.63,No,0.74
PRV54575,273,2,2.84,22.73,No,0.73
PRV56006,1090,8,2.58,38.62,No,0.73
PRV53915,545,4,2.57,39.92,No,0.73
PRV55935,550,4,2.48,29.03,No,0.73
PRV52566,139,1,3.31,27.26,No,0.72
PRV55872,139,1,3.13,15.69,No,0.72
PRV57209,1108,8,2.63,38.25,Yes,0.72
PRV55158,698,5,2.6,36.32,No,0.72
PRV54745,828,6,2.58,36.8,No,0.72
PRV51495,141,1,4.33,32.68,Yes,0.71
PRV57331,141,1,3.06,18.1,No,0.71
PRV53773,567,4,2.95,33.97,No,0.71
PRV52017,280,2,2.92,25.42,No,0.71
PRV57129,282,2,2.72,17.43,No,0.71
PRV52722,283,2,2.69,18.83,No,0.71
PRV56642,141,1,2.68,15.55,No,0.71
PRV56241,140,1,2.64,28.15,No,0.71
PRV55548,562,4,2.62,23.95,No,0.71
PRV54257,282,2,2.6,18.11,No,0.71
PRV55019,285,2,3.58,30.76,Yes,0.7
PRV52589,426,3,3.05,20.08,Yes,0.7
PRV51042,142,1,2.8,15.77,No,0.7
PRV53859,143,1,2.77,21.8,No,0.7
PRV56345,572,4,2.67,34.16,No,0.7
PRV54971,429,3,2.65,45.66,No,0.7
PRV53958,713,5,2.62,42.59,No,0.7
PRV55929,287,2,2.61,22.54,No,0.7
PRV55510,861,6,2.56,30.23,No,0.7
PRV56437,719,5,2.55,48.52,Yes,0.7
PRV54374,854,6,2.49,25.15,No,0.7
PRV56718,142,1,2.39,34.11,No,0.7
PRV51335,142,1,2.12,19.9,No,0.7
PRV57586,144,1,3.2,18.09,No,0.69
PRV55689,577,4,3.09,31.61,Yes,0.69
PRV57476,145,1,2.95,15.56,No,0.69
PRV53714,144,1,2.91,21.01,No,0.69
PRV55169,721,5,2.89,71.68,No,0.69
PRV55010,289,2,2.78,21.34,Yes,0.69
PRV55654,578,4,2.78,32.46,No,0.69
PRV54071,436,3,2.75,19.52,No,0.69
PRV51507,1013,7,2.65,37.32,Yes,0.69
PRV53276,291,2,2.65,17.59,No,0.69
PRV56602,145,1,2.56,17.0,No,0.69
PRV56725,291,2,2.43,22.57,No,0.69
PRV55323,144,1,2.3,21.55,No,0.69
PRV51061,145,1,2.2,19.78,No,0.69
PRV55016,146,1,2.96,32.35,No,0.68
PRV53245,146,1,2.82,22.06,Yes,0.68
PRV54070,1467,10,2.68,45.2,Yes,0.68
PRV53797,4739,32,2.65,63.12,Yes,0.68
PRV57529,295,2,2.65,20.06,No,0.68
PRV55931,295,2,2.59,19.4,No,0.68
PRV56444,1317,9,2.52,30.38,Yes,0.68
PRV51849,146,1,2.4,21.08,No,0.68
PRV53284,148,1,2.4,15.94,No,0.68
PRV54107,147,1,2.18,21.07,No,0.68
PRV56210,150,1,3.2,18.86,No,0.67
PRV53675,297,2,2.94,37.05,No,0.67
PRV52450,298,2,2.88,33.77,No,0.67
PRV51004,149,1,2.71,15.75,No,0.67
PRV52842,445,3,2.66,40.55,No,0.67
PRV53001,150,1,2.6,16.08,No,0.67
PRV53950,298,2,2.5,20.15,No,0.67
PRV57317,458,3,2.8,35.98,Yes,0.66
PRV53939,304,2,2.77,16.73,No,0.66
PRV52310,454,3,2.75,30.54,No,0.66
PRV52881,302,2,2.74,26.04,No,0.66
PRV52133,305,2,2.72,22.54,No,0.66
PRV56221,305,2,2.64,16.61,No,0.66
PRV57339,458,3,2.6,32.5,No,0.66
PRV51737,152,1,2.51,16.56,No,0.66
PRV52631,1057,7,2.51,28.57,No,0.66
PRV55692,152,1,2.51,20.39,No,0.66
PRV51340,151,1,2.41,15.6,No,0.66
PRV55164,154,1,3.07,18.65,No,0.65
PRV52150,310,2,3.02,40.17,No,0.65
PRV52193,153,1,2.96,24.92,No,0.65
PRV54287,155,1,2.9,15.55,No,0.65
PRV53923,155,1,2.8,31.65,Yes,0.65
PRV52362,154,1,2.6,17.26,No,0.65
PRV55734,310,2,2.55,16.58,No,0.65
PRV54330,472,3,2.76,30.26,No,0.64
PRV57157,156,1,2.67,36.8,No,0.64
PRV56428,311,2,2.56,21.58,Yes,0.64
PRV54896,159,1,3.42,15.95,Yes,0.63
PRV52092,159,1,3.04,40.97,No,0.63
PRV51499,474,3,2.89,72.28,No,0.63
PRV54670,159,1,2.8,23.78,No,0.63
PRV52063,792,5,2.71,37.33,No,0.63
PRV56803,795,5,2.71,60.36,No,0.63
PRV57530,478,3,2.69,16.97,No,0.63
PRV52361,158,1,2.66,28.38,No,0.63
PRV57103,2049,13,2.56,28.97,Yes,0.63
PRV55001,158,1,2.23,16.14,No,0.63
PRV51265,160,1,2.83,23.15,No,0.62
PRV51480,1924,12,2.71,32.99,Yes,0.62
PRV55831,810,5,2.64,39.82,No,0.62
PRV55357,161,1,2.55,30.74,No,0.62
PRV51154,161,1,2.54,19.33,No,0.62
PRV53672,487,3,2.52,21.21,No,0.62
PRV56672,161,1,2.42,31.84,No,0.62
PRV56104,483,3,2.4,30.26,Yes,0.62
PRV56637,161,1,2.38,17.99,No,0.62
PRV51148,330,2,2.71,17.46,Yes,0.61
PRV57206,490,3,2.7,33.15,Yes,0.61
PRV56019,659,4,2.69,30.19,No,0.61
PRV55997,326,2,2.63,32.2,No,0.61
PRV53440,164,1,2.37,16.28,No,0.61
PRV54918,166,1,3.32,16.05,Yes,0.6
PRV53662,331,2,2.79,36.07,No,0.6
PRV55207,167,1,2.35,22.99,No,0.6
PRV57603,169,1,2.79,36.67,No,0.59
PRV57305,675,4,2.73,24.45,No,0.59
PRV51948,515,3,3.22,24.66,Yes,0.58
PRV52543,171,1,2.97,15.52,No,0.58
PRV53806,173,1,2.59,28.3,No,0.58
PRV52389,171,1,2.55,15.96,No,0.58
PRV53997,172,1,2.43,16.56,No,0.58
PRV53417,171,1,2.25,16.91,Yes,0.58
PRV55974,175,1,3.19,15.75,No,0.57
PRV54228,352,2,2.75,30.54,No,0.57
PRV57172,1760,10,2.63,37.01,Yes,0.57
PRV52014,351,2,2.56,31.76,No,0.57
PRV53871,1220,7,2.54,24.75,No,0.57
PRV52884,707,4,2.48,37.07,Yes,0.57
PRV56616,176,1,2.47,21.5,Yes,0.57
PRV51471,180,1,4.27,21.1,Yes,0.56
PRV52487,177,1,2.7,16.01,No,0.56
PRV51391,177,1,2.54,17.69,No,0.56
PRV54741,177,1,2.52,24.04,No,0.56
PRV54919,178,1,2.3,15.63,No,0.56
PRV52488,183,1,2.98,33.24,No,0.55
PRV53609,183,1,2.57,29.37,No,0.55
PRV52395,912,5,2.54,35.48,No,0.55
PRV52907,183,1,2.53,16.02,No,0.55
PRV54370,181,1,2.41,24.1,No,0.55
PRV52469,184,1,2.76,15.78,No,0.54
PRV57185,186,1,2.75,25.64,Yes,0.54
PRV52304,184,1,2.63,16.62,No,0.54
PRV52062,184,1,2.54,23.47,No,0.54
PRV56248,934,5,2.49,36.63,No,0.54
PRV54090,190,1,2.79,28.02,No,0.53
PRV54557,564,3,2.68,30.82,Yes,0.53
PRV55233,187,1,2.68,29.32,No,0.53
PRV52323,190,1,2.55,15.64,No,0.53
PRV53259,187,1,2.46,16.87,No,0.53
PRV53294,582,3,2.71,18.48,No,0.52
PRV52663,576,3,2.67,24.03,No,0.52
PRV57171,191,1,2.65,25.02,No,0.52
PRV52049,192,1,2.57,20.89,No,0.52
PRV54080,573,3,2.56,36.56,No,0.52
PRV55313,192,1,2.53,36.21,No,0.52
PRV53335,381,2,2.49,30.07,No,0.52
PRV52303,392,2,2.96,27.22,No,0.51
PRV55821,195,1,2.73,15.59,Yes,0.51
PRV56733,198,1,2.73,30.15,No,0.51
PRV53900,789,4,2.7,30.7,Yes,0.51
PRV51164,391,2,2.68,35.47,No,0.51
PRV54939,1380,7,2.57,31.07,Yes,0.51
PRV52860,393,2,2.55,34.07,Yes,0.51
PRV52870,589,3,2.52,21.07,Yes,0.51
PRV55984,392,2,2.39,29.08,No,0.51
PRV55450,201,1,2.98,16.14,No,0.5
PRV55087,201,1,2.84,15.47,No,0.5
PRV52980,601,3,2.57,27.21,No,0.5
PRV51838,200,1,2.41,16.48,No,0.5
PRV53608,199,1,2.33,31.04,No,0.5
PRV56406,201,1,2.3,16.87,No,0.5
PRV54949,412,2,2.93,27.23,No,0.49
PRV54000,206,1,2.78,15.54,No,0.49
PRV57179,206,1,2.65,24.71,Yes,0.49
PRV57448,205,1,2.63,21.29,No,0.49
PRV55034,612,3,2.47,29.01,Yes,0.49
PRV52402,209,1,3.27,20.22,No,0.48
PRV52583,208,1,3.04,30.2,No,0.48
PRV57674,413,2,2.72,54.06,No,0.48
PRV52684,210,1,2.71,19.86,No,0.48
PRV54688,1032,5,2.71,46.75,Yes,0.48
PRV51410,628,3,2.59,16.99,Yes,0.48
PRV53679,826,4,2.58,24.09,No,0.48
PRV52648,842,4,2.5,25.22,Yes,0.48
PRV54387,415,2,2.5,31.13,No,0.48
PRV52147,211,1,2.59,17.86,Yes,0.47
PRV51695,429,2,2.57,15.83,No,0.47
PRV57224,214,1,2.36,35.57,No,0.47
PRV52366,216,1,2.77,25.85,No,0.46
PRV57407,217,1,2.69,24.01,No,0.46
PRV52233,216,1,2.68,16.43,No,0.46
PRV54099,217,1,2.55,17.35,No,0.46
PRV55892,449,2,2.65,27.33,No,0.45
PRV51176,445,2,2.62,21.43,No,0.45
PRV54985,223,1,2.4,15.5,No,0.45
PRV57597,227,1,2.81,32.65,No,0.44
PRV54267,226,1,2.74,21.99,No,0.44
PRV54085,234,1,2.95,16.43,No,0.43
PRV54273,234,1,2.84,20.85,No,0.43
PRV56501,232,1,2.7,15.6,Yes,0.43
PRV55470,470,2,2.68,15.98,No,0.43
PRV54683,462,2,2.63,41.56,No,0.43
PRV55986,232,1,2.63,16.42,No,0.43
PRV52098,469,2,2.62,27.05,No,0.43
PRV51005,1165,5,2.59,30.27,Yes,0.43
PRV54255,232,1,2.41,20.58,No,0.43
PRV55911,239,1,3.01,20.53,Yes,0.42
PRV55850,236,1,2.65,25.97,No,0.42
PRV52386,237,1,2.61,15.49,No,0.42
PRV52649,2156,9,2.55,44.55,Yes,0.42
PRV52145,245,1,2.8,28.27,No,0.41
PRV55955,246,1,2.8,26.99,No,0.41
PRV52071,749,3,2.67,38.5,No,0.4
PRV52154,742,3,2.62,26.96,No,0.4
PRV54332,995,4,2.47,30.11,No,0.4
PRV52661,247,1,2.41,32.6,No,0.4
PRV51905,257,1,2.65,19.51,No,0.39
PRV57502,260,1,3.33,32.37,Yes,0.38
PRV56435,260,1,2.42,15.85,Yes,0.38
PRV52159,271,1,2.87,16.05,No,0.37
PRV54438,272,1,2.75,38.34,No,0.37
PRV55835,269,1,2.49,33.95,Yes,0.37
PRV51488,272,1,2.45,15.74,No,0.37
PRV52452,274,1,2.98,16.27,No,0.36
PRV51036,278,1,2.81,19.16,No,0.36
PRV57319,279,1,2.7,27.21,No,0.36
PRV52660,558,2,2.57,29.64,No,0.36
PRV52561,280,1,2.31,15.46,No,0.36
PRV56782,288,1,2.75,17.57,No,0.35
PRV52001,1177,4,2.66,29.29,No,0.34
PRV53623,894,3,2.53,35.48,Yes,0.34
PRV54144,294,1,2.53,22.66,Yes,0.34
PRV52593,582,2,2.51,16.87,Yes,0.34
PRV52826,292,1,2.22,15.87,Yes,0.34
PRV55999,306,1,2.68,17.64,No,0.33
PRV56613,304,1,2.56,17.73,No,0.33
PRV55250,301,1,2.48,21.67,Yes,0.33
PRV54681,301,1,2.35,17.82,No,0.33
PRV55263,319,1,2.69,31.74,No,0.31
PRV56213,643,2,2.58,20.89,No,0.31
PRV52141,671,2,2.76,35.07,No,0.3
PRV54694,330,1,2.48,15.89,No,0.3
PRV56706,347,1,2.79,17.82,Yes,0.29
PRV55465,339,1,2.76,16.66,No,0.29
PRV54399,349,1,2.6,34.75,Yes,0.29
PRV52559,359,1,2.57,15.51,No,0.28
PRV55489,361,1,2.49,30.1,No,0.28
PRV51959,751,2,2.45,60.98,No,0.27
PRV56743,393,1,2.35,20.01,No,0.25
PRV55834,453,1,2.43,31.5,No,0.22
PRV53874,524,1,2.64,26.88,No,0.19
PRV51017,515,1,2.56,17.13,No,0.19
PRV52829,533,1,2.49,15.71,No,0.19
PRV51273,553,1,2.66,27.16,No,0.18
PRV55969,688,1,2.48,17.06,No,0.15
PRV56168,1,0,14.16,14.16,No,0.0
PRV56540,1,0,12.78,12.78,No,0.0
PRV52970,1,0,12.39,12.39,No,0.0
PRV52024,2,0,11.9,14.73,No,0.0
PRV56891,1,0,11.4,11.4,No,0.0
PRV55603,2,0,11.1,11.43,No,0.0
PRV56202,1,0,10.18,10.18,No,0.0
PRV52741,2,0,9.52,10.52,No,0.0
PRV53600,1,0,9.49,9.49,No,0.0
PRV53861,2,0,9.48,10.13,No,0.0
PRV54164,2,0,9.31,10.93,No,0.0
PRV54817,1,0,9.22,9.22,No,0.0
PRV51053,1,0,9.08,9.08,No,0.0
PRV57294,2,0,8.83,11.54,No,0.0
PRV53084,1,0,8.53,8.53,No,0.0
PRV55599,1,0,8.49,8.49,No,0.0
PRV54673,1,0,8.46,8.46,No,0.0
PRV56122,3,0,8.2,13.89,No,0.0
PRV56050,1,0,8.19,8.19,No,0.0
PRV57633,4,0,8.16,11.09,No,0.0
PRV55156,1,0,7.94,7.94,No,0.0
PRV57461,1,0,7.92,7.92,No,0.0
PRV51354,4,0,7.74,13.88,No,0.0
PRV51233,3,0,7.7,10.95,No,0.0
PRV57670,1,0,7.66,7.66,No,0.0
PRV55776,4,0,7.64,14.7,No,0.0
PRV56900,2,0,7.34,9.52,No,0.0
PRV52804,1,0,7.14,7.14,No,0.0
PRV53865,6,0,7.12,14.11,No,0.0
PRV51213,2,0,7.1,10.81,No,0.0
PRV55135,3,0,6.98,14.92,No,0.0
PRV56603,4,0,6.94,11.35,No,0.0
PRV57467,1,0,6.9,6.9,No,0.0
PRV54204,4,0,6.89,9.64,No,0.0
PRV52295,5,0,6.88,9.9,No,0.0
PRV57020,6,0,6.83,13.64,No,0.0
PRV51981,5,0,6.78,15.17,No,0.0
PRV54679,1,0,6.73,6.73,No,0.0
PRV54820,1,0,6.73,6.73,No,0.0
PRV56057,9,0,6.7,12.73,No,0.0
PRV54275,1,0,6.66,6.66,No,0.0
PRV51918,1,0,6.65,6.65,No,0.0
PRV53864,2,0,6.64,8.92,No,0.0
PRV55379,4,0,6.57,9.86,No,0.0
PRV57290,2,0,6.57,10.69,No,0.0
PRV57302,4,0,6.39,13.24,No,0.0
PRV56836,3,0,6.33,12.52,No,0.0
PRV51570,1,0,6.31,6.31,No,0.0
PRV54046,1,0,6.28,6.28,No,0.0
PRV57144,8,0,6.28,12.53,No,0.0
PRV53033,2,0,6.26,8.86,No,0.0
PRV54325,15,0,6.26,14.13,No,0.0
PRV55131,2,0,6.23,9.58,No,0.0
PRV56289,5,0,6.14,10.12,No,0.0
PRV55581,2,0,6.13,9.49,No,0.0
PRV56895,14,0,6.13,12.37,No,0.0
PRV56897,8,0,6.12,14.83,No,0.0
PRV51829,5,0,6.11,10.72,No,0.0
PRV52462,2,0,6.1,9.71,No,0.0
PRV53174,5,0,6.1,9.51,No,0.0
PRV53599,3,0,6.07,12.51,No,0.0
PRV53604,6,0,6.06,11.12,No,0.0
PRV55152,10,0,6.04,12.37,No,0.0
PRV57629,10,0,6.04,11.5,No,0.0
PRV52957,1,0,6.0,6.0,No,0.0
PRV56342,5,0,5.98,11.78,No,0.0
PRV51108,19,0,5.96,15.19,No,0.0
PRV55151,1,0,5.95,5.95,No,0.0
PRV56339,1,0,5.91,5.91,No,0.0
PRV53355,3,0,5.86,13.36,No,0.0
PRV56912,7,0,5.84,14.69,No,0.0
PRV56106,2,0,5.83,7.94,No,0.0
PRV52446,10,0,5.78,14.74,No,0.0
PRV51805,3,0,5.77,9.4,Yes,0.0
PRV55813,7,0,5.77,10.61,No,0.0
PRV51207,3,0,5.75,6.33,No,0.0
PRV52899,1,0,5.75,5.75,No,0.0
PRV56133,15,0,5.75,13.59,No,0.0
PRV57105,4,0,5.74,9.61,No,0.0
PRV57636,5,0,5.74,8.65,No,0.0
PRV54520,15,0,5.73,14.34,No,0.0
PRV51368,4,0,5.72,6.32,No,0.0
PRV53451,5,0,5.72,11.01,No,0.0
PRV51813,10,0,5.71,15.34,No,0.0
PRV57094,3,0,5.7,9.5,No,0.0
PRV52651,4,0,5.69,11.62,No,0.0
PRV57578,2,0,5.69,10.81,No,0.0
PRV53596,4,0,5.68,10.67,No,0.0
PRV56918,7,0,5.66,10.37,Yes,0.0
PRV56089,1,0,5.64,5.64,No,0.0
PRV55751,2,0,5.63,10.82,No,0.0
PRV55155,9,0,5.62,9.48,No,0.0
PRV52294,7,0,5.6,9.42,No,0.0
PRV52466,13,0,5.59,13.43,No,0.0
PRV52803,2,0,5.58,7.64,No,0.0
PRV55802,1,0,5.57,5.57,No,0.0
PRV55815,4,0,5.54,13.05,No,0.0
PRV55659,20,0,5.51,12.97,Yes,0.0
PRV52966,3,0,5.48,15.46,No,0.0
PRV56896,3,0,5.48,8.15,No,0.0
PRV55670,9,0,5.47,10.89,Yes,0.0
PRV54497,5,0,5.46,9.72,No,0.0
PRV52961,5,0,5.43,13.79,No,0.0
PRV53178,7,0,5.43,8.43,No,0.0
PRV53377,7,0,5.43,14.05,No,0.0
PRV51569,5,0,5.41,14.04,No,0.0
PRV57063,1,0,5.41,5.41,No,0.0
PRV55578,1,0,5.39,5.39,No,0.0
PRV51833,3,0,5.38,12.81,No,0.0
PRV52267,10,0,5.38,15.3,No,0.0
PRV54720,9,0,5.38,11.95,No,0.0
PRV51824,10,0,5.37,12.58,No,0.0
PRV55305,3,0,5.36,14.02,No,0.0
PRV51611,8,0,5.35,11.36,No,0.0
PRV54848,28,0,5.33,15.26,No,0.0
PRV51827,18,0,5.32,11.45,No,0.0
PRV52696,3,0,5.31,7.53,No,0.0
PRV51231,2,0,5.3,6.26,No,0.0
PRV52810,6,0,5.3,11.51,No,0.0
PRV52572,3,0,5.27,10.51,No,0.0
PRV54199,1,0,5.27,5.27,No,0.0
PRV57073,10,0,5.27,14.45,No,0.0
PRV53511,1,0,5.26,5.26,No,0.0
PRV54821,7,0,5.26,11.17,No,0.0
PRV55863,5,0,5.26,8.57,No,0.0
PRV57087,4,0,5.26,12.92,No,0.0
PRV52282,6,0,5.25,13.42,No,0.0
PRV53063,4,0,5.25,10.87,No,0.0
PRV55668,4,0,5.25,9.03,No,0.0
PRV56971,4,0,5.25,9.97,No,0.0
PRV54503,1,0,5.23,5.23,No,0.0
PRV54830,11,0,5.23,11.28,No,0.0
PRV56944,3,0,5.23,11.58,No,0.0
PRV54867,3,0,5.22,11.19,No,0.0
PRV54460,5,0,5.2,11.78,No,0.0
PRV51807,7,0,5.19,15.43,No,0.0
PRV54466,3,0,5.19,9.73,No,0.0
PRV55660,4,0,5.19,14.09,No,0.0
PRV51821,10,0,5.18,9.44,No,0.0
PRV51710,17,0,5.17,14.58,No,0.0
PRV55800,1,0,5.15,5.15,No,0.0
PRV55818,10,0,5.13,13.27,No,0.0
PRV52201,9,0,5.12,12.8,No,0.0
PRV57298,3,0,5.1,7.88,No,0.0
PRV52232,4,0,5.08,9.22,No,0.0
PRV54576,16,0,5.07,9.32,No,0.0
PRV54645,2,0,5.06,5.76,No,0.0
PRV56916,11,0,5.06,9.77,No,0.0
PRV57490,21,0,5.06,9.29,No,0.0
PRV53167,3,0,5.05,7.13,No,0.0
PRV54058,35,0,5.03,14.78,No,0.0
PRV51919,6,0,5.02,12.69,No,0.0
PRV54201,4,0,5.02,6.87,No,0.0
PRV51090,7,0,5.01,14.39,No,0.0
PRV56819,25,0,5.0,13.41,No,0.0
PRV51826,21,0,4.99,12.65,Yes,0.0
PRV56125,7,0,4.99,13.8,No,0.0
PRV53049,2,0,4.98,7.23,No,0.0
PRV54059,18,0,4.98,10.38,No,0.0
PRV52976,4,0,4.97,7.53,No,0.0
PRV52537,1,0,4.96,4.96,No,0.0
PRV55721,5,0,4.96,9.7,No,0.0
PRV55871,12,0,4.96,11.78,No,0.0
PRV56635,10,0,4.96,13.85,No,0.0
PRV57634,8,0,4.96,8.16,No,0.0
PRV56699,3,0,4.94,9.5,No,0.0
PRV52176,21,0,4.93,9.25,No,0.0
PRV55810,1,0,4.92,4.92,No,0.0
PRV56544,20,0,4.92,10.34,No,0.0
PRV55120,9,0,4.91,8.14,No,0.0
PRV57146,9,0,4.91,11.04,No,0.0
PRV54178,2,0,4.9,6.96,No,0.0
PRV55428,1,0,4.9,4.9,No,0.0
PRV56549,2,0,4.88,7.14,No,0.0
PRV55587,7,0,4.87,10.46,No,0.0
PRV57016,16,0,4.87,12.95,No,0.0
PRV57284,23,0,4.87,15.2,Yes,0.0
PRV54012,8,0,4.86,11.77,No,0.0
PRV55706,1,0,4.86,4.86,No,0.0
PRV52904,3,0,4.85,5.64,No,0.0
PRV55632,1,0,4.84,4.84,No,0.0
PRV56885,10,0,4.84,8.23,No,0.0
PRV54502,3,0,4.82,6.56,No,0.0
PRV51672,6,0,4.81,14.3,No,0.0
PRV54031,5,0,4.81,9.32,No,0.0
PRV55584,2,0,4.81,8.95,No,0.0
PRV57714,4,0,4.81,9.32,No,0.0
PRV51818,29,0,4.8,13.61,Yes,0.0
PRV54812,12,0,4.8,12.07,No,0.0
PRV57699,3,0,4.8,7.4,No,0.0
PRV51136,1,0,4.79,4.79,No,0.0
PRV52012,1,0,4.79,4.79,No,0.0
PRV52285,19,0,4.78,10.97,No,0.0
PRV54200,13,0,4.77,13.27,No,0.0
PRV54903,7,0,4.77,9.64,No,0.0
PRV54789,3,0,4.76,5.87,No,0.0
PRV56870,13,0,4.76,14.34,No,0.0
PRV57023,15,0,4.76,11.52,No,0.0
PRV53506,1,0,4.75,4.75,No,0.0
PRV55887,6,0,4.75,11.27,No,0.0
PRV56906,7,0,4.75,8.06,No,0.0
PRV52611,16,0,4.74,12.59,No,0.0
PRV54883,1,0,4.74,4.74,No,0.0
PRV57440,4,0,4.73,7.93,No,0.0
PRV57567,12,0,4.72,14.39,No,0.0
PRV57707,2,0,4.71,8.21,No,0.0
PRV51830,6,0,4.7,7.65,No,0.0
PRV53513,2,0,4.7,6.23,No,0.0
PRV56306,7,0,4.69,12.01,No,0.0
PRV56340,3,0,4.69,5.74,No,0.0
PRV51120,7,0,4.68,13.52,No,0.0
PRV51831,2,0,4.68,5.53,No,0.0
PRV53236,9,0,4.68,9.15,No,0.0
PRV57131,2,0,4.68,5.4,No,0.0
PRV57234,24,0,4.68,13.66,No,0.0
PRV52816,1,0,4.67,4.67,No,0.0
PRV56546,9,0,4.67,10.81,No,0.0
PRV53598,8,0,4.66,8.39,No,0.0
PRV54483,13,0,4.66,8.89,No,0.0
PRV53683,9,0,4.65,13.17,No,0.0
PRV55786,11,0,4.65,15.29,No,0.0
PRV51334,2,0,4.64,5.18,No,0.0
PRV55778,1,0,4.64,4.64,No,0.0
PRV57635,18,0,4.64,10.63,No,0.0
PRV53028,3,0,4.63,9.54,No,0.0
PRV51235,2,0,4.62,5.38,No,0.0
PRV56867,9,0,4.62,13.2,No,0.0
PRV54052,6,0,4.61,11.89,No,0.0
PRV54724,71,0,4.61,14.46,No,0.0
PRV57143,1,0,4.6,4.6,No,0.0
PRV51799,3,0,4.59,7.73,No,0.0
PRV51258,14,0,4.58,11.33,No,0.0
PRV51526,20,0,4.57,15.12,No,0.0
PRV52757,1,0,4.57,4.57,No,0.0
PRV56130,17,0,4.57,14.6,No,0.0
PRV57086,6,0,4.57,9.68,No,0.0
PRV55385,8,0,4.53,14.82,No,0.0
PRV53559,2,0,4.52,8.79,No,0.0
PRV57403,15,0,4.52,8.27,No,0.0
PRV51423,1,0,4.51,4.51,No,0.0
PRV55793,6,0,4.51,9.84,No,0.0
PRV56715,13,0,4.5,13.79,No,0.0
PRV57692,2,0,4.5,8.32,No,0.0
PRV57724,2,0,4.5,6.48,No,0.0
PRV52862,76,0,4.49,14.45,No,0.0
PRV56947,3,0,4.49,8.5,No,0.0
PRV52290,10,0,4.46,7.27,No,0.0
PRV54480,6,0,4.46,9.59,No,0.0
PRV55604,17,0,4.46,9.56,No,0.0
PRV56129,23,0,4.46,14.83,No,0.0
PRV51828,11,0,4.45,7.9,No,0.0
PRV57018,33,0,4.45,13.99,Yes,0.0
PRV53317,16,0,4.44,10.92,No,0.0
PRV55130,3,0,4.44,4.86,No,0.0
PRV53179,28,0,4.43,13.5,No,0.0
PRV56329,14,0,4.43,14.33,No,0.0
PRV56893,7,0,4.43,9.51,No,0.0
PRV57401,8,0,4.43,10.32,No,0.0
PRV52226,2,0,4.42,4.54,No,0.0
PRV52694,2,0,4.42,6.63,No,0.0
PRV56389,15,0,4.42,10.28,No,0.0
PRV56391,2,0,4.42,5.03,No,0.0
PRV51465,7,0,4.41,9.7,No,0.0
PRV54188,4,0,4.41,9.81,No,0.0
PRV51566,26,0,4.4,11.85,No,0.0
PRV51811,15,0,4.39,11.96,No,0.0
PRV53515,1,0,4.39,4.39,No,0.0
PRV57080,1,0,4.39,4.39,No,0.0
PRV55663,7,0,4.38,6.54,No,0.0
PRV55132,10,0,4.37,8.87,No,0.0
PRV51349,30,0,4.36,13.22,No,0.0
PRV51599,5,0,4.36,9.68,No,0.0
PRV52806,2,0,4.36,6.25,No,0.0
PRV52933,8,0,4.36,14.78,Yes,0.0
PRV54357,10,0,4.36,15.24,No,0.0
PRV57293,12,0,4.36,9.94,No,0.0
PRV51655,3,0,4.35,6.76,No,0.0
PRV52714,5,0,4.35,15.32,No,0.0
PRV53558,22,0,4.35,14.09,No,0.0
PRV54016,4,0,4.35,7.96,No,0.0
PRV55136,8,0,4.35,7.22,No,0.0
